,primerid,Pr(>Chisq),coef,FDR
10599,Sept1,6.146527730018537e-08,-0.09077380590255979,1.5424347546172151e-07
10600,Sept10,0.2916021274764505,-0.0024440941648330213,0.3765437785855287
10601,Sept11,0.00023371712412773626,0.00012188033772558143,0.0004390971985447289
10602,Sept2,7.899605429621389e-06,-0.0030239978987139926,1.650367990450829e-05
10603,Sept4,0.8935268035950862,0.0013615450165196429,0.9153136796332381
10604,Sept6,2.482066157974035e-12,0.03974525071051582,1.0594957709055362e-11
10605,Sept7,9.098989916870024e-48,0.29285031206394385,9.180017418319523e-46
10606,Sept8,0.4818170055502521,-0.002553707381540451,0.5461289486734561
10607,Sept9,1.0785709984989973e-09,0.02413762020656629,3.252183320517701e-09
10608,Serac1,0.2634252631828292,0.00249353424305929,0.34826054401846634
10609,Serbp1,3.55327680176309e-09,0.017531951786411426,1.0151589903672888e-08
10610,Serf1,0.2518003105415727,0.004046972050621877,0.33455579085894627
10611,Serf2,0.00011408082735232954,0.06555216376319262,0.00021946070920861503
10612,Sergef,3.793802748469042e-07,-0.008299181882282049,8.86374942348531e-07
10613,Serhl,0.0009537115956228956,0.004129616291746879,0.0017106412762392504
10614,Serinc1,1.5807697140763702e-15,0.02800741646842933,1.191352180368789e-14
10615,Serinc3,4.496025866321807e-09,-0.010919531770128957,1.271099806183269e-08
10616,Serinc4,0.9366165759660283,,0.9505076588107522
10617,Serinc5,0.0009111062452614591,0.014798380272411883,0.0016389003802711982
10618,Serp1,4.341151037418197e-32,0.12734788836486116,2.2473179640147683e-30
10619,Serp2,0.004468476538590657,,0.0075960254232443816
10620,Serpinb1a,0.36425801126205926,-0.00040759021035788985,0.44905228609206055
10621,Serpinb6a,3.1105396645417795e-09,0.050562514663863384,8.932864999646059e-09
10622,Serpinb6b,0.021089858752404444,0.011266389066193296,0.033664860570012035
10623,Serpinb6c,0.39464756620056257,,0.4743873815996162
10624,Serpinb9,0.0018218063558163836,-0.016636116015925767,0.003197182256233374
10625,Serpinc1,0.7846567422172283,,0.8267055295881772
10626,Serpinf1,0.298034667048216,,0.38302512021761426
10627,Serpini1,7.776825219184159e-07,-0.018462227231633675,1.7647558394280653e-06
10628,Sertad1,5.971864208310162e-15,0.041437239420221844,4.020609210290456e-14
10629,Sertad2,5.409518225643912e-10,0.02851448744565835,1.6843965063043515e-09
10630,Sertad3,6.094281739015099e-06,0.015826551769304073,1.2834856345675256e-05
