gene,logfoldchange,p_value,adj_p_value
Cd4,0.13181342,0.24972530017919192,1.0
Trappc3,0.36937764,0.01456719626989763,0.12804688451166343
Chpf,0.9005453,0.08900781271948792,0.5477858961532444
Mrps2,0.63770014,0.03756241843119503,0.2800963156931975
Srp54a,0.5096836,0.21393099379723912,1.0
Pole3,1.1173027,0.0051350724924968906,0.052056641216516535
Luc7l3,0.39476645,0.0005185976407883318,0.0067841038315371565
Esco1,-0.28062508,0.15082394357263562,0.8040675256642363
Uba6,0.42939782,0.1273825288322755,0.709781753767537
Cstb,0.18872723,0.10084216032156952,0.5987301189594861
Map2k2,0.45105535,0.003200874461958573,0.03459518403566899
Xrcc5,0.8069004,0.018301295422442673,0.1557759905569099
Naa20,0.45846528,0.005478616053539103,0.05513684489630598
Zfp318,0.43735433,0.32577679319041364,1.0
Car12,2.5726078,0.002714735346914964,0.02988360587297542
Dcun1d1,0.3711875,0.021396941200503873,0.17706128204945262
Insig1,0.40563968,0.14441450871934855,0.777298361969208
Tfap4,2.0517335,8.248218853397577e-08,2.22795486889342e-06
Cwc22,0.4965231,0.024290960942929745,0.1965209490654695
Vps36,0.36210394,0.011647966241706201,0.10636986596398659
Lmbrd1,-0.36568266,0.2587368509931033,1.0
Peak1,-0.6349397,0.17079618136410257,0.875077054344311
Fam206a,0.55698824,0.10624129498933435,0.6238962023580854
Ecm1,-0.19052851,0.6739413694267283,1.0
Cbx3,0.5477051,0.0002605892253455477,0.0036221684984227677
Rbm17,0.23443304,0.299409252877617,1.0
Gpbp1,0.038020775,0.6345416712610286,1.0
Slc25a1,0.42508578,0.1645447524079341,0.854033897113245
Tmed2,0.07459831,0.3466048767685671,1.0
Iws1,-0.029021364,0.6475483942451554,1.0
Ap2b1,0.0910913,0.430410021912497,1.0
Vti1b,0.037700396,0.6545185421832456,1.0
Pus3,0.46256667,0.10073873562819231,0.5983292116819148
Krr1,0.38968527,0.10756464176557118,0.6302476188578532
Eif4ebp1,1.7275699,0.002489872877030147,0.027627311164170724
Dimt1,0.46804902,0.07395675085081571,0.4762609001853534
Mrpl38,0.43335983,0.007601981571772412,0.07383136647736539
Ninj1,1.3594824,0.004557153525562126,0.046882420158653335
Gfod1,0.9438028,0.24573449042887707,1.0
Bmi1,0.72717893,0.22479475857693954,1.0
Cenpc1,0.43190905,0.29095362290391846,1.0
Otub1,0.25176352,0.03201986120957834,0.24490271083929901
Fcho1,-0.33699593,0.343349596775518,1.0
Cetn3,0.45238328,0.0001142902147680144,0.0017175479885696374
Pmf1,0.074853204,0.5723911071554073,1.0
Cs,0.4363202,0.0003612057011166527,0.004886245304229005
1110004E09Rik,1.0789936,3.229820023307541e-05,0.0005534091628602181
Fasn,0.8304447,0.00968777962827545,0.09050254220002166
Ccdc59,-0.18649784,0.3477885744332473,1.0
Katna1,0.32186764,0.1442847355092709,0.7769464949911176
Mthfsl,0.033268597,0.6758959319531436,1.0
Mettl13,1.9181328,0.006872647561961189,0.0675351086483757
Nsun5,0.9399304,0.008052788349826765,0.07762161401863092
Sdf2l1,0.6830269,0.004984492223948615,0.05068428761703943
Sec23b,0.1309702,0.3674804754229263,1.0
Prpf3,0.25641334,0.14388876008354576,0.7753152523609356
Rnmt,0.029002262,0.4259156832932154,1.0
Arcn1,-0.067407176,0.8214444627797947,1.0
Rnf44,-0.05660295,0.842987801467226,1.0
Adck5,1.1130494,0.01197417678246001,0.10881223023799265
Crybg1,-0.8804952,0.0006566839622627841,0.00841221745970143
Ppme1,0.1191793,0.3881841094575367,1.0
Rbm45,0.5034762,0.0036607118393180227,0.03888427247550935
Nfyc,0.17579432,0.1945561524876407,0.9553544011075485
Polr1b,0.66026145,0.13704136305261652,0.7479625823177237
Mrpl2,0.9352072,9.571543000078809e-06,0.00018377803645082194
Uspl1,0.14305727,0.3724642509408417,1.0
Acsl4,-0.06287899,0.937980853526005,1.0
Yaf2,0.47404343,0.3139763126243026,1.0
Riok2,0.27277353,0.12194405390297794,0.6879890326157855
Emg1,0.21666507,0.00814640210123593,0.07834272211148183
Elovl1,0.69706285,0.0005409649331393241,0.0070656125201410454
Safb2,0.071908064,0.41412546630065916,1.0
Copa,0.12886666,0.22811731292203852,1.0
Trpm1,2.8601341,0.03347143010209625,0.25356129730978916
Ubash3b,-0.52691776,0.2974472909922371,1.0
Ints13,-0.26321438,0.72872789748906,1.0
Cstf2,0.42317036,0.12400107086039508,0.6951593273839993
Fam207a,-0.21627909,0.5750167205449922,1.0
Zfp664,0.332302,0.21649374158407053,1.0
Surf4,0.067704536,0.27671110212414984,1.0
Spin2c,-1.0085645,0.2917570758947665,1.0
Rpl35,0.23414339,2.2438493889163003e-27,3.1962387962118853e-25
Gfm1,0.33946216,0.11488453497855014,0.6613698307262579
Btla,-0.2666365,0.7705202633444809,1.0
Nelfa,0.31055707,0.04734250246149661,0.3364648810333913
Riox2,0.39456815,0.057925280274178745,0.3956486561678127
Ndufaf2,0.54781646,0.10964973606160197,0.6388033888729102
Bclaf1,-0.008516053,0.8306355481081144,1.0
Mrpl41,0.452659,0.0028833379604516693,0.031572740110964205
Gsap,0.7481027,0.2535757543934727,1.0
Ptp4a2,0.120996095,0.20700588404151687,0.9942248021429165
Brcc3,0.17822513,0.20244638140819038,0.9790687435876406
Rtn3,0.07890557,0.31132441306735237,1.0
Rpp30,0.42050132,0.07913965095935209,0.49909741284256603
Itgb1bp1,0.026524365,0.5369523295876796,1.0
Bzw2,0.48210934,9.6486045076407e-06,0.00018465441734487394
Zfp106,0.53059494,0.002959526642275252,0.03230089785210174
Tbce,0.059800968,0.5418226403855492,1.0
Nbn,0.8391195,0.027721815390629106,0.21878486402457054
Tinf2,-0.20249107,0.9579202867461164,1.0
Hnrnpul2,0.18675944,0.11671326045072845,0.6682044653630507
Sin3b,0.24768345,0.020627913052450302,0.17146374011577892
Copg1,-0.08008493,0.8535476280102159,1.0
Timm10b,0.124630935,0.19257903493763795,0.948720720150953
Ccdc25,-0.20970155,0.8704890364034269,1.0
Trrap,0.28702325,0.11591457946000586,0.6653013293132306
Srrt,0.20953575,0.06046584254520455,0.40931102025116933
Clptm1l,0.65313065,0.03335379025724925,0.25296601207197184
Tmem33,0.0876502,0.41615215011434215,1.0
Wac,-0.024113437,0.9145635342291039,1.0
Fdx1,0.4744139,0.05569845981454767,0.3826572311547866
Sptan1,0.22510123,0.05000021651854731,0.351160391276068
Myd88,-0.4890163,0.07496280264106008,0.48143740609476193
Alad,1.2039686,0.003149931417669081,0.034097491363562944
Cstf1,0.57549787,0.05214364480723282,0.36239615694634786
Slc22a2,1.7101239,0.050486518631554796,0.35383024369785204
Dus1l,0.39131755,0.040712084340379456,0.2990337583150128
Klhdc3,0.6365105,0.015928468398195242,0.13797497626004257
Pex14,0.30696723,0.11657272205594581,0.6679286931877298
Znhit1,0.22825511,0.10636622811180785,0.6244098477320851
Igflr1,-0.45976198,0.2389109080031565,1.0
Usp39,0.6091842,0.0025213536683690307,0.02795800414972606
Inip,0.52684206,0.03362007393073945,0.2545716275010012
Nmt2,0.6478004,0.04782179068476671,0.3385717772099923
Becn1,0.17083105,0.09870935085269769,0.5898494232022444
Ezh2,0.31591275,0.36665854391967057,1.0
Mrpl27,0.3943618,0.03030459871398087,0.23458264847524624
Naa40,0.32311055,0.15470849756140412,0.8195714622880995
Bms1,0.45351523,0.02286056797050478,0.18667037030692438
Rnf10,0.23902185,0.07060782235828227,0.4601603305967757
Pold2,0.81648934,0.0030323749933952706,0.0329879645169227
Trnt1,0.2568402,0.07917998077257558,0.49909741284256603
Plagl2,0.30530924,0.489326069780484,1.0
Cd9,-0.31407943,0.03961132494957031,0.2927549186738531
Suox,0.55049604,0.050700131013230676,0.3548796234634618
Gls,0.22787939,0.27565865308013926,1.0
Mrps24,0.52952784,1.5558599620164572e-06,3.4208393307343374e-05
Urb1,0.6241899,0.17397123044876872,0.8863969815527911
Vma21,0.071365625,0.3901048026849854,1.0
Snrpd3,0.3703489,1.8201344463039442e-07,4.6957214678175755e-06
Dusp5,-0.07076815,0.9041483700416428,1.0
Gmppb,0.25099403,0.29705836188547574,1.0
Vti1a,-0.10249267,0.768275339934472,1.0
Nop9,0.3183037,0.11880014512458616,0.6764343077028878
Malsu1,0.07613064,0.4423884090598996,1.0
Ubap2,0.9542239,0.0005586659077771238,0.007256996117703465
Jpt2,0.62574816,0.09710839861185132,0.5830002057871448
Afg3l1,0.51706874,0.009406176597811853,0.08851684877421363
Taf10,0.44588944,0.08456688182031556,0.5249817356644331
Nup98,-0.16928218,0.8717280641146885,1.0
Yrdc,0.02547982,0.7906878190476213,1.0
Sac3d1,1.410868,0.0011988060033185422,0.014572794202266101
Ccdc88b,0.6206787,0.01570766958761571,0.13627486795794036
Prpf4,0.42403597,0.07582411293172286,0.484913532663121
Exosc1,0.2799329,0.04154408160410504,0.3037876875025057
Dnajc5,-0.00838948,0.7171348619351852,1.0
Oxsr1,0.16997418,0.5130876382949652,1.0
Ptcd3,0.7004034,0.003773319691188566,0.03998850334782159
Ikzf4,0.79923517,0.12425768291628439,0.6960936280614439
Spred2,0.10545659,0.7710015693012676,1.0
Mplkip,0.08016525,0.3009384558121634,1.0
Commd2,0.14649959,0.1747530917606257,0.8887503897719219
Ranbp3,0.26741847,0.1039509530634702,0.6136898986028319
Scaf4,0.3096238,0.1514437177924567,0.8056051709955581
Mtx1,0.80771965,8.234576692584396e-05,0.0012790070378248977
Rpsa,0.2361626,1.6638521856904106e-24,2.0235820599797624e-22
Txnrd2,0.7588279,0.043330061920109283,0.3137006133625288
Cab39,0.060520645,0.37388577917815335,1.0
Slc39a1,0.19219558,0.5236179682820337,1.0
Sdhaf2,0.34464636,0.06596313491390557,0.43694022514910574
Rif1,0.26556525,0.06688698222007845,0.4410338808409229
Idh3g,0.16896175,0.15391951060378714,0.8164298420505144
Atp6v1b2,0.18067275,0.0943916082167341,0.5714240982710099
Hmga1,0.717726,0.0001546353832098132,0.002268620859660869
Mapk8,0.039034344,0.5812550536632719,1.0
Lmnb2,1.5192109,0.00895990906739381,0.08479605026529541
Cd3e,-0.27294067,1.4009592513343919e-14,7.808825044394306e-13
Abi2,0.1963167,0.6883830560079436,1.0
Smg1,0.068465196,0.37495765422968064,1.0
Atp5g2,0.46306494,1.969465913766647e-14,1.0761678334044242e-12
Srebf2,0.17302325,0.1800099329280639,0.9044454453358797
Ncoa4,0.11303234,0.32225161872990693,1.0
Cox4i1,0.19944102,8.234576692584396e-05,0.0012790070378248977
2310033P09Rik,0.079920776,0.5542433627076506,1.0
Chka,0.5859351,0.10998186260356209,0.6399115726509379
Mrpl46,0.36512107,0.042601603748705974,0.3092716111005554
Xpot,1.5943251,0.019955529904360905,0.16712505597290395
Ncln,1.5860174,0.00016962341727488865,0.002464641562600954
Dlst,0.035390154,0.49320613339865993,1.0
Gid4,0.7225677,0.00816283683720488,0.07843459438615094
Scyl2,0.068983704,0.49585727889424946,1.0
Atp6v1h,-0.107831165,0.9945807062164006,1.0
Snrnp27,0.22788242,0.10758757204191721,0.6302476188578532
Txndc17,0.6054007,7.227700471439986e-06,0.00014238399061113335
Tnpo3,0.26324415,0.08111726725540225,0.5085103153462603
Ggct,1.164967,0.0031507342313624705,0.034097491363562944
Lrrc42,0.1943132,0.3515448465639174,1.0
Supv3l1,0.5507624,0.22139792677651615,1.0
Hmgb3,2.335831,0.013466750771230773,0.12060014419845892
Ptrh2,0.6747535,0.020487594554312673,0.1707231254210875
Slc35b2,0.5804676,0.04198396774091019,0.30608259246282116
Xpo6,0.25230563,0.06674266345177825,0.44052801151973714
Ddx49,0.31176135,0.11405969151822644,0.6570752916843283
Ncaph2,0.27989435,0.07558645149232915,0.4837649003729484
Lamtor1,-0.087391585,0.7337183999661563,1.0
Pdcd6,0.16183649,0.13434656978269646,0.7394385508581305
Zfp706,0.34109858,0.0004594922197587529,0.006072876553924961
Atg3,0.0044562635,0.5405205816519962,1.0
Sfxn3,0.24396785,0.09267387363228402,0.5640988962584534
Pfdn4,0.35753012,0.14754130949862018,0.7906506315446958
Txlna,0.35458967,0.12352103805109295,0.6931318586395674
Lsm1,0.32440084,0.031743619875370534,0.24323639946801162
Alpl,4.0303884,0.02295811654485341,0.18728339223520651
Atp2a2,0.053295866,0.7666930340433803,1.0
Pitpna,0.07911314,0.3637561885688517,1.0
Qtrt1,0.34868735,0.07380849242941621,0.4754898859020683
Noa1,0.5481338,0.25998848991764445,1.0
Poldip2,0.47324717,0.06320232339887723,0.42235055840318847
Cdc25a,0.76471734,0.09916524235168543,0.5917250014440348
Champ1,0.7539605,0.046283885259846315,0.3306331897730813
Commd3,0.28543544,0.016712148799154794,0.14416390884405475
Rps12-ps3,0.2728941,0.003403905315366079,0.03652702412273689
Hdgfl2,0.37309745,0.015461656544226314,0.13470149919815774
Tmem165,0.52975625,0.24105112646923565,1.0
Xpo1,0.4191832,0.04187824838116146,0.30544546499800307
Saysd1,-0.050870795,0.8941437114690104,1.0
Wdr33,0.07230814,0.49991487366133003,1.0
Dnm1l,0.22728103,0.22464455923463866,1.0
Smarcd1,0.16368166,0.32726377955615493,1.0
Ctdspl2,0.05997802,0.41161154314044046,1.0
Sin3a,0.27440056,0.12162171439257169,0.6868680081554048
Snx18,0.6237655,0.214346912431299,1.0
Cpsf1,0.5877503,0.03932259209134719,0.29139631827229534
Dctd,2.439561,0.023070269307905067,0.18792234031551605
Csrnp1,-2.5200336,3.237612629634607e-13,1.5685480257409987e-11
Dnpep,0.17103788,0.16906647653748896,0.8685592422370833
Zfc3h1,-0.24610138,0.2502327192771724,1.0
Efl1,0.5924499,0.04515234341984996,0.32449717785046117
Nrd1,-0.2038278,0.2704944058228428,1.0
Manf,-0.29965544,0.004017368103066256,0.042162126451953545
Klhl24,0.01659068,0.8301856561815028,1.0
Prdx2,0.6040315,3.675802703223976e-07,8.96938914376732e-06
Rhno1,0.1188985,0.37401261269615127,1.0
Sars2,0.06679172,0.44588574940446446,1.0
Ppp1r14b,1.0933414,0.006106613121048497,0.0609418049553259
Rbm4b,0.115273416,0.52036217187021,1.0
Rabggtb,0.53245187,0.0036213279827388514,0.03852149282403675
Usp1,0.48156732,0.02426614120946695,0.19649583471768825
Mrps33,0.41778928,4.5367442550889436e-05,0.0007515842918023094
Sgta,0.41698062,0.014432260993139122,0.12719622512514892
Rraga,-0.015949152,0.6544996117815812,1.0
Smg7,0.112134725,0.5127329071443817,1.0
Nom1,0.50324273,0.05396680617649272,0.3731994986462356
Ik,0.12200177,0.24580917106813294,1.0
Tjap1,0.4855312,0.23300206056647743,1.0
Slc48a1,-0.026224995,0.9464954547028939,1.0
Atp2c1,0.3710105,0.10603144260492126,0.6231029698355492
Ckb,-0.45491377,0.16713227444854561,0.8614191063291194
Cops4,0.34208405,0.02649159136327331,0.2108447285865869
Ntn4,2.755379,0.044151775544623593,0.3184047993192111
Hacd2,0.069274336,0.5433871740863332,1.0
Espn,0.72278696,0.16911524907352304,0.8685592422370833
Sacs,0.21298237,0.4445567829519731,1.0
Usp37,0.5926868,0.11140080391644713,0.6457759297640028
Trappc5,-0.04883209,0.781954621283021,1.0
G6pc3,0.4545525,0.22055696629839638,1.0
Tiam1,0.61494356,0.267642899441653,1.0
Hes5,1.0766704,0.240451769675733,1.0
Fnbp1,0.11100482,0.37242207861202126,1.0
Arglu1,-0.019455379,0.6513413593044242,1.0
Eif2a,0.56922346,0.018629813068338236,0.15792699114797815
Cul1,0.36267945,0.09946112527643482,0.5930658725785555
Tmem39b,0.65519756,0.18843998318648447,0.9367509182115185
Ergic2,-0.11007537,0.9649425377800988,1.0
Stard3,-0.52243984,0.1911682434349421,0.9443707096327632
Acp1,0.5163914,0.002008294716945756,0.022956268691781873
Ndufb9,0.2726433,0.004493557115488593,0.04637128352119684
Pfkfb3,0.3348035,0.3112241586265032,1.0
Actb,-0.26420805,1.5917847999081666e-32,2.9807511769965737e-30
Tsn,0.39918503,9.681180435752693e-05,0.0014761807240828398
Yif1a,0.5870779,0.012253844651861709,0.1111717882242391
Ddx17,0.18793541,0.1227623644695461,0.6907351675386412
Ddx11,0.6521101,0.18607204406957,0.927355468440028
Pop1,1.2400371,0.11054302993356999,0.6414728888833139
Suclg2,0.47621197,0.021252072584995767,0.17612483426232692
A430005L14Rik,0.58496785,0.004822135633046093,0.04924369636050624
Exoc5,-0.09004966,0.8738351321461306,1.0
Trip12,-0.19954357,0.3545492125690237,1.0
Nars2,-0.08747775,0.9530525739554696,1.0
Lnpep,-0.13406698,0.32104800788870014,1.0
Zmym5,-0.1732571,0.765411878618303,1.0
Heatr3,0.5939277,0.06576269206018548,0.4357856961729826
Exosc2,0.93553233,0.017855970606605945,0.1523746063132077
Cep83,0.5178193,0.11019787865571488,0.6403618708773167
Asxl1,0.46339223,0.126696648556156,0.70737900999561
Csnk1g3,-0.095785506,0.9097801901341404,1.0
Dnajc10,0.1748837,0.18775364013537132,0.9343392554482229
Impa1,-0.06284057,0.7784729794998568,1.0
Selenoi,0.9761178,0.003774265916604066,0.03998850334782159
Pola2,0.5066211,0.1264426264917927,0.706342733609625
Rpp25l,0.1554505,0.17859167355315564,0.9005877917238306
Jtb,-0.01928559,0.7143151215299142,1.0
Mcm4,-0.21121174,0.7432570404807337,1.0
Mob1a,0.06034876,0.2692762866377486,1.0
Atr,0.25310573,0.35063721571361206,1.0
Stk26,-0.18382086,0.5003816237451519,1.0
Pafah1b2,0.057927396,0.4610993249157528,1.0
Pim3,-0.5213719,0.5171168410600473,1.0
Gde1,0.48456672,0.054074724968472085,0.3737906952818564
Dpagt1,0.84522194,0.07366047709176907,0.4750669662427637
Vwa8,0.65486383,0.07239753972257806,0.4691202943298935
Polr3b,0.5889445,0.07101284800252894,0.46176360702697905
Mrps30,0.52472913,0.029424199881135787,0.2293656291950463
Hnrnph1,0.024424952,0.49690325051761863,1.0
Gripap1,-0.079747036,0.961786335667957,1.0
Pitpnb,0.020216385,0.6389212071517107,1.0
Glyr1,0.060455315,0.4213731212482449,1.0
Lrmp,0.11124148,0.5217757114227632,1.0
Pgam5,0.1595091,0.11658493750648663,0.6679286931877298
Stk11,0.046216127,0.5603907410831288,1.0
Cops3,0.16445416,0.15624206720431838,0.8244510483172036
Elavl1,0.34729108,0.13868373290929137,0.7540397011805834
Tsc22d2,-0.6344065,0.17609832606119014,0.8934533807455978
Khsrp,0.15640472,0.42718171101200675,1.0
Taf12,0.09098476,0.35277998002330824,1.0
Osbpl8,-0.13881531,0.6834470896645195,1.0
Ugp2,0.37881356,0.11550775743704779,0.6635823114256596
Bbip1,-0.15300897,0.6582331767373626,1.0
Htt,0.22962862,0.28788553238739634,1.0
Phf20l1,-0.06374368,0.834134317238076,1.0
Hdac7,0.44142932,0.018931477456353714,0.15997113504245092
Emc7,-0.13840602,0.6135560093454546,1.0
Frmd6,0.2938693,0.4979836587737072,1.0
Tut1,0.11992622,0.44649626704353385,1.0
Bcl6,1.2167497,0.13251442036933495,0.7318084237755018
Siva1,0.72305393,0.02068686589940579,0.17178241508694417
Atg5,0.43994993,0.008297312452186643,0.07942734596676772
Sucla2,0.33482373,0.01871142540740267,0.1584576299998846
Dr1,0.07892442,0.3017111426494935,1.0
Dennd4a,-0.38223252,0.6164138876786276,1.0
Aup1,-0.11470572,0.2467600696546629,1.0
Ubxn2a,0.14263858,0.5469592083062441,1.0
Supt5,0.071153775,0.3401802944811604,1.0
Tpd52,0.5580989,0.04244647882211903,0.3088386520954073
Pus7l,1.5663408,0.010296955470714787,0.09512697332313338
Ndufs1,-0.52083844,0.07082441797190274,0.461078027312395
Celf1,-0.041017152,0.7042043452539193,1.0
Suz12,0.3083017,0.1201512793061516,0.6813342024213415
Ppp4r2,0.33122545,0.19766830480801278,0.9646676333617397
Cd2bp2,0.4253925,0.030465249758420247,0.2352640800513533
Kif3b,0.18787387,0.3490423181168185,1.0
Adam17,0.028845001,0.5980617217757099,1.0
Rrbp1,0.6932545,0.003930105177305565,0.04137658426088095
Tmem256,0.27484956,0.09514297616933821,0.574720130785861
Gemin7,-0.10818816,0.9828226614497155,1.0
Chst10,-0.020846417,0.9681620114084482,1.0
Btbd9,0.6032042,0.08632606137691302,0.5339928628772734
Ppil3,0.22008231,0.10221090689780508,0.6055623797933948
Capza2,0.06470939,0.5799617693406237,1.0
Mri1,0.84107506,0.00031373876041778536,0.004292914762826609
Ftl1-ps1,0.4395089,0.01126204880880856,0.10318488479802279
Sirt2,-0.0331239,0.6702872771698808,1.0
Gm26825,0.47570056,0.174678119346251,0.8887503897719219
Gata3,-0.12960142,0.7570403100331554,1.0
Ucp2,0.23440218,3.465215009154719e-06,7.182994196837382e-05
Nfs1,0.9903251,9.926208103408607e-05,0.0015107779383690216
Ilkap,0.2904075,0.08384132881339289,0.5214680376740812
St3gal4,1.1310576,0.00296914660799067,0.032363503838307724
Azi2,-0.17562218,0.48231818522294956,1.0
Cox8a,0.06676338,0.3284824971967448,1.0
Pgap2,1.2118577,0.028198513364291706,0.22157304277665515
Ubxn8,0.25037363,0.33535635961005195,1.0
Mrpl9,-0.029148879,0.7795592611181008,1.0
Ints14,0.22183715,0.2351254619536468,1.0
Ywhab,0.09597885,0.23126001077832803,1.0
Gm16286,0.43697354,4.996447712076774e-05,0.0008195944642664519
Zmat5,0.34846005,0.030342687285551676,0.23475258784283518
Rnf7,0.32873634,0.0023072122597074286,0.02585877573657297
Fam220a,0.74090064,0.015245464410707005,0.1332359254687168
Vgll4,0.18309695,0.1199887605899759,0.6809114080390856
Fbxw2,-0.10313622,0.8491889197992558,1.0
Tmem70,0.6713553,0.028948944128901057,0.22608392823442594
