gene,logfoldchange,p_value,adj_p_value
Ube3a,0.1568277,0.08759784432230486,0.5409061405985671
Rad21,-0.35275075,0.06904268185281612,0.45124130814079744
Snapc3,0.38480398,0.07781369347895381,0.4936593131024911
Sipa1,-0.38151595,0.030588237242401794,0.23585486447091794
Smpd4,0.2550602,0.6850266813911007,1.0
Fbrsl1,-0.42511755,0.745896096309739,1.0
Fastkd1,0.6345092,0.4524066354577905,1.0
Naa60,-0.14946413,0.9998326074004031,1.0
Basp1,-0.1393513,0.9915468317992543,1.0
Vps37a,0.15690106,0.3280672845984307,1.0
Specc1l,-0.23442516,0.792021317419721,1.0
Spata24,-0.3302995,0.9363746966601665,1.0
Eif2ak1,0.059967306,0.5272953306961043,1.0
Polr3f,0.038475297,0.6897157377685095,1.0
Dzip3,0.5673218,0.3153899755995212,1.0
Chd9,0.39117995,0.3106856558794747,1.0
Pias4,0.16947027,0.3805591150528326,1.0
Rybp,-0.076324195,0.9821532523448468,1.0
Dnajc21,0.12912169,0.7183305013469055,1.0
Vdac2,0.10536401,0.34049903535815573,1.0
Zfp865,-0.032756995,0.7407992810346857,1.0
Rab32,0.7368187,0.6261182845099162,1.0
Rnls,0.7230748,0.8320264735372329,1.0
Tmcc1,0.6639592,0.17853240761125166,0.9005877917238306
Chmp7,0.18618102,0.42456057115503665,1.0
Rhbdd1,0.3582724,0.45084617494660095,1.0
P2rx4,-0.51659316,0.43684708791354054,1.0
Gm10138,-0.28965563,0.7390764612449194,1.0
Cyb5r4,0.27757666,0.17496147449593724,0.8895387229863606
Sav1,-0.60329646,0.903068267877626,1.0
Rab24,-0.14763017,0.9676811466873756,1.0
Zbtb45,0.43227354,0.13944738488502675,0.7567665634952315
BC024978,0.56206745,0.47196600352316176,1.0
Angel1,-0.079251856,0.9628940760423134,1.0
Acin1,-0.03357826,0.6743436000134786,1.0
Ric1,0.20836936,0.8800582112253724,1.0
Klhl25,0.20935547,0.6562231867907458,1.0
Washc5,-0.0199419,0.9308281875928247,1.0
Lats1,-0.755326,0.5430393056723548,1.0
Ino80b,0.20975515,0.2918290995809506,1.0
Chd3os,1.6706346,0.6544428219096212,1.0
Hibch,0.0051870206,0.8397678577089609,1.0
Eva1b,-0.8686085,0.03045317560577118,0.2352640800513533
Gm38394,-0.6385889,0.7662125257997316,1.0
Gemin8,0.13450545,0.8340933768330231,1.0
Pcbp3,0.4151619,0.6869355855221493,1.0
Kat14,1.7469629,0.40930020025354497,1.0
Gatad1,0.20154694,0.7547475542874006,1.0
Kansl1l,-0.60164535,0.8884638107069455,1.0
Pex12,1.1159154,0.1350163958787082,0.7416556538281315
Itpripl1,-0.18116175,0.980019596979557,1.0
Pef1,0.21793859,0.2517918459489177,1.0
Dlg3,0.833595,0.779478781019985,1.0
Pex7,-0.050649397,0.9622043423528426,1.0
Zfp719,-0.060682602,0.9363538391688878,1.0
Prpf18,-0.15509814,0.856119726788926,1.0
Crebzf,-0.14025296,0.9145843382623455,1.0
Zfp553,0.6118705,0.2574122553944328,1.0
Tdrd3,0.2901526,0.6491890097101974,1.0
Bud13,0.0031186573,0.7026279782683305,1.0
Myef2,0.2936298,0.5639638522820145,1.0
Trav13d-1,-0.12718976,0.9135442085783844,1.0
Zbtb41,-0.37764335,0.8930446117556893,1.0
Cln8,0.5002035,0.6397461240287331,1.0
Dctn5,-0.048476767,0.8535887694135696,1.0
Ss18l2,0.2400108,0.2250753226276634,1.0
Slc12a9,0.13240506,0.7836467112197805,1.0
Phf3,-0.12184602,0.9974054192599066,1.0
Hsf2,-0.042085353,0.8584462208749304,1.0
Taf5,0.4730607,0.8117489679193182,1.0
Atg2b,0.8761198,0.10793773861177867,0.6316328482106403
Scfd2,0.16411753,0.6974796893041602,1.0
Ankrd54,0.10852553,0.6530804655588816,1.0
Med20,-0.06800762,0.9741841972554535,1.0
Tmem106c,0.5350446,0.3464973952304903,1.0
Chd6,-0.19211896,0.84506062212388,1.0
Wdhd1,0.036745444,0.8695806179001235,1.0
Zer1,0.058630344,0.8007442643503492,1.0
Gm15987,1.1268699,0.6917649209451375,1.0
Cap2,-0.26881513,0.9397959055181381,1.0
Vapb,-0.13652806,0.9976774309435713,1.0
Lancl1,-0.21422361,0.7008779583732747,1.0
Toe1,-0.109298296,0.8499287567364321,1.0
Dhrs11,-0.04311423,0.8968404729995505,1.0
Zfp598,0.28585783,0.6707651203481133,1.0
Sec61a2,0.4448976,0.5745161648864673,1.0
Zfp574,0.20204145,0.5314846116658094,1.0
Xlr,-1.0806149,0.5091926377174596,1.0
1700052K11Rik,0.47229636,0.6425428971801126,1.0
Crbn,-0.18754837,0.5060341499692386,1.0
Scoc,-0.26688623,0.8163895247249737,1.0
Adnp2,0.25184652,0.813335791555697,1.0
Ccdc174,-0.083274424,0.9619744373831355,1.0
Btbd1,0.4004794,0.6161739703727012,1.0
Dbr1,-0.303591,0.7555647248794566,1.0
Rdh11,0.14786382,0.8167154217468986,1.0
Bicd2,-0.14717598,0.9835130022516891,1.0
E430018J23Rik,-0.029125853,0.965695092759136,1.0
Ramp3,-0.9367372,0.26606142567718927,1.0
Btrc,-0.32123154,0.6990518531536777,1.0
Cic,-0.4400262,0.39928106084133963,1.0
4931406P16Rik,-0.07656073,0.8970687156553478,1.0
Picalm,-0.43977833,0.17383840831409858,0.8862621330568269
Kctd10,-0.66897345,0.07604069756247875,0.4857195334024706
Trav5-4,-0.6025643,0.7142564182384326,1.0
Hus1,0.24892874,0.6314425480027623,1.0
1110051M20Rik,-0.44228178,0.8885052494588751,1.0
Agpat1,-0.066953175,0.9141682687345996,1.0
Cacna1a,1.8307077,0.6229256166670178,1.0
Zbtb6,0.04534602,0.7693173853833251,1.0
Ap3b1,0.010376164,0.7548471945622252,1.0
Brca2,1.7132006,0.6396148574217354,1.0
Nkap,-0.06507662,0.7520986259602638,1.0
Hemk1,0.4998339,0.6400649613108851,1.0
Git1,0.4665125,0.6250037629149972,1.0
Stk3,-0.7489604,0.5118044554560732,1.0
2510002D24Rik,-0.020169508,0.6993819776548902,1.0
Tnfrsf10b,-0.39332986,0.9084081742857394,1.0
Spaca1,0.18036932,0.81977224035739,1.0
Wdr31,0.06672866,0.9513607656776204,1.0
Hipk3,-0.51012105,0.5736942714043024,1.0
Cmtr2,0.3626505,0.8386404829815619,1.0
Zfp821,0.48983392,0.8201188535545069,1.0
Miga1,0.6678151,0.46395882053382953,1.0
Dapp1,0.2232684,0.4054849046241745,1.0
Pdpk1,-0.31389827,0.28846880902810346,1.0
Apba3,0.4081894,0.5237716401543366,1.0
Jade3,2.0836794,0.7034451946139642,1.0
Gm26882,-0.6439131,0.814109137583828,1.0
2700062C07Rik,0.98558986,0.05690004566828676,0.38896479126647543
Ap5m1,-0.7822775,0.10899944618003897,0.6360590931500453
Dolk,0.4451477,0.6431630046363311,1.0
Rb1,-0.37707305,0.8199761262139491,1.0
Btd,0.30822074,0.8252405501150888,1.0
Braf,0.08003926,0.8301038636254856,1.0
Ppfia1,-0.30201373,0.7318826254844607,1.0
Wdr53,-0.22611168,0.9146259465043662,1.0
Pxmp2,0.9894237,0.7614124171377332,1.0
Pik3r3,-0.5110912,0.9230354526318241,1.0
Tbpl1,-0.14291085,0.9966521578070043,1.0
F2rl1,-0.5856848,0.5448494316857211,1.0
Ap4m1,-0.34321064,0.7049248376386149,1.0
Maged2,-0.1979306,0.9756899871333709,1.0
Ttll4,0.067490526,0.8121964555779797,1.0
Ppp1r35,-0.0450732,0.9145635342291039,1.0
Als2,1.4668028,0.49332196197925116,1.0
Rnf185,0.26431677,0.558520140205422,1.0
Kif2a,-0.010507427,0.911609962524691,1.0
Rnf11,1.0384411,0.45770955538897207,1.0
Zfp934,0.34241003,0.5226281934993969,1.0
Brf2,0.6304642,0.33179032825837995,1.0
Socs5,-0.54064924,0.9161656149754542,1.0
Isoc2a,0.17733155,0.8590846784415419,1.0
Adat1,0.4223838,0.5099670286285247,1.0
Pdss2,0.3173493,0.5353453087876526,1.0
Slc36a3os,-0.9917092,0.5494752756529624,1.0
Prpf40b,1.8044949,0.6542156824222684,1.0
Arid1a,-0.08484843,0.862340175645334,1.0
Atp13a3,-0.24812075,0.8086386030414985,1.0
Plpp5,0.85824364,0.6963353494075064,1.0
Fv1,-0.038050603,0.9981586830253153,1.0
Fbxo34,0.3164136,0.6314425480027623,1.0
Wdr89,0.6065484,0.09956350291263479,0.593251819643179
Ahnak,0.33506143,0.6629834912820439,1.0
Impdh1,0.28566042,0.044033195084665765,0.31768711224287427
D130040H23Rik,0.3105821,0.6913974479281919,1.0
Thumpd2,-0.101763874,0.810833843911177,1.0
Atp6v0a1,0.06709965,0.8812582067243819,1.0
Lyrm7,-0.031284362,0.8993723650158241,1.0
Slc25a37,1.1203015,0.33836447816601933,1.0
Tmem216,0.40674233,0.6740754359394958,1.0
Ehmt2,0.10168811,0.7019472270566547,1.0
Zfp729a,-0.030164361,0.7631114164600804,1.0
Slc25a53,-0.09461754,0.9522797459340242,1.0
Atp11a,0.9494793,0.6352894094949277,1.0
B930036N10Rik,0.27094486,0.8264659712026539,1.0
Plekhf2,-0.27526194,0.8536504822652082,1.0
Usp12,0.722171,0.5148632097028406,1.0
Atxn7l3,0.10343147,0.7114797356160543,1.0
Ulk1,-0.036705304,0.9310366439095137,1.0
Fam174a,-0.1155884,0.9367918556361396,1.0
Pick1,0.34258327,0.7238274948774984,1.0
Ikbkg,0.055020794,0.7720647654196484,1.0
Trav10n,-0.04393929,0.9130865983185212,1.0
Ttll5,-0.8448738,0.5085702053346137,1.0
Alg10b,0.4373747,0.7108154619592693,1.0
Rbmx,-0.17365742,0.5116863518459933,1.0
Ccnt2,-0.40427506,0.06179229208482304,0.4157571012860964
Hjurp,-0.70667344,0.06771885112018036,0.445208036595237
Swsap1,0.3352778,0.7942856147670463,1.0
Tonsl,0.29546392,0.7858035930837051,1.0
Itsn2,-0.22832859,0.6040661725374715,1.0
Ndufc1,0.42131758,0.00013919289912093095,0.0020620345393328313
Tyw3,1.9331362,0.40760518336802964,1.0
Paxip1,0.48573467,0.6959669801075059,1.0
Smug1,-0.1209974,0.8841144596059328,1.0
Slc39a9,0.17208415,0.6693892931636931,1.0
Pip4k2b,0.14324671,0.5843500148564089,1.0
Dctn3,-0.011349032,0.7430389072246437,1.0
Tspyl1,-0.23006433,0.42205496186121494,1.0
Usp21,0.31158483,0.3009752205038738,1.0
Tmem237,0.55591065,0.819140271675612,1.0
Dhrs4,0.2602165,0.36454631140357496,1.0
Tm2d1,-0.30631953,0.08128195582959218,0.5090736850266754
Gm28727,0.30335397,0.5860446811943772,1.0
Gon7,0.4980116,0.320051499373734,1.0
Zfp639,-0.2520399,0.7378692871560764,1.0
Snx30,0.11743094,0.7601539001193405,1.0
Pdcl,-0.16195208,0.9633121100081811,1.0
Cd86,0.20639533,0.8413262252498672,1.0
Dhx32,-0.26153785,0.8885881278767377,1.0
Fam185a,0.88911545,0.6189447342484473,1.0
Zfp959,0.444252,0.5747664169391778,1.0
Extl2,0.11759202,0.9432808392253894,1.0
Bsdc1,-0.157826,0.9254100305062516,1.0
Hilpda,0.13490458,0.6184455953741532,1.0
Foxj2,0.09348746,0.744883773172349,1.0
Il10rb,0.34989467,0.09305624428005774,0.5656000609669738
Klhl12,0.23994097,0.34801753923132583,1.0
Gm10053,0.19203886,0.7509443658364485,1.0
Arfgap3,-0.36237738,0.8881530297912258,1.0
Dapk1,1.0462897,0.5267471689419223,1.0
Hmgn5,-0.08842962,0.8844250133374769,1.0
Ap3s2,-0.06513386,0.883100108412858,1.0
Zfp58,0.5288892,0.6387337882819826,1.0
Myo1h,-0.051768493,0.95071334108075,1.0
Atxn1l,-0.06643014,0.9011785218765995,1.0
Fdxacb1,0.32834682,0.7811089625915782,1.0
Rprd2,-0.040342577,0.7725463536676624,1.0
Tmem69,0.4088869,0.5263533574718298,1.0
Trav6-6,0.2809269,0.8927750525454768,1.0
Skp2,1.467236,0.6585367865765577,1.0
2310057M21Rik,0.5131036,0.2710534952711875,1.0
Lsm14b,-0.093112305,0.8974007201729279,1.0
Magee1,-0.18081467,0.9332882706221987,1.0
Tlnrd1,-0.37726068,0.9269101077143751,1.0
Gm26640,-0.6502025,0.8738144702474095,1.0
Mgat5,0.19613919,0.4267391149548194,1.0
Gemin5,1.033629,0.013741780816850412,0.12248878794984619
4930579G24Rik,-0.37725914,0.9367501389558472,1.0
Prdm15,0.9816454,0.5175919398622764,1.0
Vps18,-0.28066728,0.8837418186350641,1.0
Wdr25,-0.39401543,0.9014276873317281,1.0
Dis3l,0.231324,0.6792736463576581,1.0
Tmem186,0.16510235,0.6517948568227652,1.0
Dhrs7b,0.35282817,0.43392970603309844,1.0
Pianp,0.012168822,0.9702528599076269,1.0
Trak2,-0.07471086,0.8054297634177271,1.0
Zbtb49,0.20463322,0.8211181115051593,1.0
Ei24,0.43489856,0.5864416342466425,1.0
Nagk,0.04648307,0.8405059539057561,1.0
Tstd2,-0.008440097,0.8211181115051593,1.0
Ankib1,0.23305108,0.5556847622906269,1.0
Zc3h4,0.33596668,0.3326533552004578,1.0
Leng8,-0.23278031,0.5646904251795266,1.0
Gm10093,0.24396606,0.7134738693910745,1.0
Smim19,-0.19568354,0.9958570517462249,1.0
Zfp369,0.0069957133,0.7608330211546214,1.0
Cenpl,-0.59054583,0.8290816122826236,1.0
Gm14321,-0.3349567,0.9721766214638013,1.0
Meis3,0.2871826,0.4854132879793285,1.0
Cog8,-0.10798356,0.846682686009111,1.0
Commd9,0.7665098,0.20777141336757243,0.9958783193802145
Zfp942,0.4522089,0.4466215602165068,1.0
Ado,-0.22804913,0.9978657468845996,1.0
Stk35,-0.011246255,0.9363955541951088,1.0
R3hdm2,-0.23326908,0.9961290612911472,1.0
Slc25a19,0.79204214,0.10619021953069442,0.6238160728581436
Fahd2a,0.01946236,0.8475042324337942,1.0
Rnf215,0.042230755,0.7701793917388268,1.0
Cdpf1,0.05825373,0.7266994654256658,1.0
Zfp180,0.24431255,0.5961874946087751,1.0
Chm,-0.16947423,0.750168538504874,1.0
Vps8,-0.17829323,0.9481448521280259,1.0
Palb2,0.26217777,0.8265272533794193,1.0
Stk38l,0.5099374,0.6825808285152053,1.0
Exog,0.29092348,0.6032432982779841,1.0
C1galt1,-0.4291168,0.6892907199841217,1.0
Ccdc166,0.67630225,0.33779583595489826,1.0
Ano6,-0.33390898,0.5210942410740063,1.0
Sfxn2,0.748764,0.4102685315513568,1.0
Dync1h1,-6.447257e-05,0.5881391088407499,1.0
Klc1,0.63845193,0.2752776713824394,1.0
Maml1,-0.12264424,0.9538045571151357,1.0
Jade1,0.43227914,0.40189706446851914,1.0
Zfp319,0.08433196,0.7207827351037341,1.0
Msantd4,0.32955825,0.5535935746371367,1.0
Wdr91,0.3860595,0.3507725885909311,1.0
Mtr,-0.006071937,0.8264046900828771,1.0
Sco1,0.7398606,0.6358878680326041,1.0
mt-Nd6,0.16169381,0.17046881142804426,0.874164065003011
Rft1,0.33520207,0.6102261649015192,1.0
Epop,0.4686147,0.8210365285219176,1.0
Pomk,0.52869666,0.7148043813436284,1.0
Gm37305,0.527691,0.9091357246840639,1.0
Sec63,-0.364149,0.6790815573264171,1.0
Rragc,0.15939124,0.7498900979656606,1.0
Xdh,-0.40319657,0.9160407651961601,1.0
1300014J16Rik,-0.6579065,0.8274874785335096,1.0
Lcorl,0.36568055,0.4194523044081655,1.0
Rsl1,0.48160246,0.8542470859493191,1.0
Zfp882,0.7740715,0.4530379891194124,1.0
Tgds,-0.3673172,0.7818740712366329,1.0
Zdhhc16,0.46287173,0.2772557459118715,1.0
Zfp456,-0.0801426,0.9814420189503447,1.0
Cry2,0.79334724,0.3093108907885127,1.0
Ppcs,0.33921558,0.14943467091860663,0.7987422147304355
Ehd4,1.0570704,0.5429523559031517,1.0
Arl6ip6,-0.1549512,0.845635456071866,1.0
Nfkbil1,-0.12313499,0.9785972385335743,1.0
Abcb8,0.09166382,0.7956814484219275,1.0
Ammecr1,0.016611585,0.8654742552099484,1.0
Mafg,0.62659615,0.49949832784251036,1.0
Jazf1,0.5339113,0.7481803936864755,1.0
Gtpbp10,0.2942803,0.746213778393001,1.0
Gm11579,0.06741146,0.7727269718593925,1.0
Carmil2,0.40616947,0.17031347550250098,0.8736363135502251
Slc36a4,0.3323614,0.859476036720562,1.0
Ankhd1,0.24832968,0.17609832606119014,0.8934533807455978
Tmem267,0.16474701,0.8762945085242353,1.0
Ubox5,0.5147762,0.7714227843543148,1.0
Kdsr,0.1120933,0.5071585977373874,1.0
Nr2c2,0.15258168,0.554436614890478,1.0
1110059G10Rik,-0.09840429,0.936166123714594,1.0
Clip2,1.1409564,0.761012819363657,1.0
Gm26563,-0.07876463,0.9372298912333227,1.0
Rnf170,-0.09276721,0.9792038245178802,1.0
Zfp638,0.26121053,0.030262548618771635,0.2343660015243718
Zfp770,0.6557935,0.31649096977819613,1.0
Nckap1l,-0.13460554,0.860876969631001,1.0
Naa30,0.26423448,0.7446853300384441,1.0
Acyp2,0.21650733,0.8738971183584755,1.0
Trbv16,-0.31966236,0.7885676081051619,1.0
Slc20a2,1.5045226,0.673788163234118,1.0
Alg9,1.1160233,0.454792598516667,1.0
Cdca7l,1.1010771,0.06105726063077229,0.41247681624339316
Mcu,1.4513848,0.49295797835801347,1.0
Nkiras2,0.18020648,0.5115513937115024,1.0
Gpatch3,0.41676044,0.5192735629373576,1.0
Agl,0.3889801,0.9434269384698857,1.0
Cln3,-0.120662615,0.9701274030881958,1.0
Fig4,0.34213063,0.2985307890902418,1.0
Trav6d-4,-0.1953115,0.9808353903368393,1.0
Harbi1,0.5441871,0.4629033337863805,1.0
Limk1,0.71623117,0.7138651061909095,1.0
Gm45051,-0.6203805,0.8651030027565549,1.0
Spidr,0.06623839,0.810691514485625,1.0
Senp2,0.051561054,0.6091975642095206,1.0
Alg12,0.9015621,0.344191677019028,1.0
Pqlc1,0.04032706,0.9260766990684293,1.0
Agap3,0.7976498,0.5651336783357654,1.0
Ttc5,-0.106506035,0.9284312845874823,1.0
Rp2,0.4011026,0.6717212061151403,1.0
Cabin1,0.09191174,0.23790839904909333,1.0
Gclc,0.33895007,0.7432967032876853,1.0
Fkbp3,0.043715168,0.9185173353026183,1.0
Irf2bp1,0.037878465,0.8931482916667814,1.0
Ctu1,0.9900592,0.35142283954387543,1.0
Clasp1,0.3000145,0.6667172512710959,1.0
Gm44777,0.032797843,0.9517784760311521,1.0
Kcnip2,-0.1739506,0.9137938262660295,1.0
St3gal2,0.34510177,0.9098009803329609,1.0
4933427D14Rik,0.17005557,0.7746744141304251,1.0
Dcp2,-0.046126436,0.8053079729350925,1.0
Dennd5a,0.35822982,0.7842714320068213,1.0
2810408A11Rik,-0.6668833,0.8404034321441272,1.0
Blzf1,0.31355152,0.5000982122057294,1.0
A330069E16Rik,1.181056,0.6293552229510495,1.0
Neu3,0.16634937,0.9095515020277631,1.0
Zfp160,0.07443162,0.7451219272853171,1.0
Ipp,0.05849193,0.6910300475867961,1.0
E2f6,0.85760146,0.6076744514712121,1.0
Rab28,0.1998746,0.4586630024588654,1.0
Ing4,-0.072678,0.7679547946967077,1.0
Trav4d-2,-0.06341583,0.9723020899183651,1.0
BC017158,0.049651545,0.8574372349632898,1.0
Acd,0.14189738,0.39072701244211316,1.0
AI987944,0.11112202,0.5819561455259854,1.0
Pla2g6,0.5794141,0.8189160529383437,1.0
Atp5s,1.2508905,0.42944463882701855,1.0
Trav7-1,-0.4772033,0.6973244841737176,1.0
Trmt12,0.5429562,0.5988631772380499,1.0
Trav6-4,-0.49711013,0.7564818760283955,1.0
Pigl,-0.16583483,0.9269101077143751,1.0
Rnf26,0.5642648,0.4767936333555859,1.0
Zdhhc7,0.5915885,0.22498511406118205,1.0
Zxdc,0.792104,0.4687089630759761,1.0
Mtx3,0.8216044,0.696645610702305,1.0
Smim11,0.32344833,0.014127527595028536,0.125039498087491
Cdyl,0.19564639,0.8407315113018462,1.0
Kbtbd8,0.60684603,0.801555098245873,1.0
Zfp672,0.07641316,0.5765196234986953,1.0
Kidins220,-0.058326665,0.9974263432252699,1.0
Tbk1,-0.10746157,0.7609129298756595,1.0
Miga2,0.4762585,0.6504347513061635,1.0
AI314180,0.13091531,0.37859633298453577,1.0
2310011J03Rik,0.05856398,0.46735822095169566,1.0
Tlk2,0.25842145,0.7092142943935441,1.0
Tmem177,0.46673182,0.7435941960487362,1.0
Trim59,2.014411,0.07224352584063566,0.46859450478758063
Tagap1,0.08245698,0.9518620196954046,1.0
Ankrd9,-0.10955761,0.9579620767421433,1.0
Faap24,-0.078881465,0.9203284387314833,1.0
Rnf115,-0.2683314,0.5235155332169865,1.0
Strn3,-0.08094407,0.842454379467402,1.0
Gm20939,-0.33071953,0.9321206926977136,1.0
Lysmd1,0.944078,0.4375433640189108,1.0
Rpusd4,-0.057540607,0.811098186575441,1.0
Gcfc2,0.5923941,0.605182428357163,1.0
Cdk5rap1,-0.24404275,0.9441157176046002,1.0
Abcc4,0.13808747,0.7032700479454772,1.0
Ift22,1.114459,0.8275283449101387,1.0
Rpusd1,0.6848932,0.7851382103183124,1.0
Ndst2,0.3309955,0.8283253324620097,1.0
Leng9,-0.79507136,0.3983576324364403,1.0
2610020C07Rik,-0.2833197,0.9996024425894913,1.0
Rtn4,0.071393594,0.48769642414963055,1.0
Alg11,0.58933896,0.6845449522088821,1.0
Tpgs1,0.030248383,0.5508755524774802,1.0
Sppl2a,-0.43913522,0.12536583828365094,0.7011231747769552
Zfp239,0.5207246,0.8191810403082409,1.0
Nupl2,0.6314949,0.663459273011638,1.0
Nosip,0.04936174,0.45229619970190094,1.0
Osbpl2,0.035214875,0.6998287071428132,1.0
Dolpp1,0.0040074843,0.6902761380588858,1.0
Trbv12-1,-0.7412264,0.743693368811254,1.0
Slc26a2,-0.25349227,0.9687056115458624,1.0
Gm21988,-0.21743868,0.6953273512944151,1.0
Mutyh,0.57375264,0.6564885149674646,1.0
Zfp930,0.3964865,0.40379934296595166,1.0
Reps1,-0.39061087,0.8361819085473668,1.0
Ift74,0.15952832,0.850483721209282,1.0
Ttc39b,-0.2240396,0.6156204715547746,1.0
Dclre1a,0.9031337,0.7283535773134378,1.0
Pced1a,0.09332734,0.7731083173523721,1.0
Trav7d-4,-0.45045024,0.6512091134814724,1.0
Plpp6,-0.21916199,0.9372924693011353,1.0
Ppm1f,0.7487985,0.34936633025990793,1.0
Zbtb22,-0.21155435,0.9383772170189203,1.0
Stat3,-0.4132084,0.0006885503899718281,0.008770723132896851
Hexdc,0.15035667,0.8303901456200444,1.0
Ddx5,-0.4390642,4.6165288364794385e-34,9.382813364483697e-32
Cep104,0.3053939,0.6893679886570987,1.0
Unk,-0.06544946,0.7504470115969007,1.0
Galc,0.012688341,0.9314327239331693,1.0
Zfp420,0.1577058,0.8762945085242353,1.0
Mtch1,-0.8650966,0.6602076459733442,1.0
B230354K17Rik,1.372312,0.673424352761425,1.0
Pik3ca,-0.10444373,0.975752730295715,1.0
Ppp2cb,-0.6243711,0.802731186934378,1.0
Tmem19,0.048963007,0.8087198815186133,1.0
Hras,-0.030933576,0.9169979995365292,1.0
Kdm3b,-0.072829716,0.8931897641426195,1.0
Jrk,0.79365623,0.7138651061909095,1.0
Zfp560,-0.32061598,0.6884409786167021,1.0
Cpped1,0.87761384,0.4268306646136403,1.0
Acad8,0.41613045,0.6324126644360957,1.0
Aldh1b1,-0.03736088,0.9444288128734856,1.0
6720427I07Rik,1.0229734,0.694126210911999,1.0
Vps4a,0.013476088,0.6443663457344184,1.0
Gcc1,-0.5695875,0.6578158052214811,1.0
Prepl,0.27622104,0.7033478889658696,1.0
Slc35a3,-0.3320185,0.8741037446540545,1.0
Il1rl2,-0.4683757,0.7152546039095495,1.0
Trav14n-3,-0.5270313,0.7694576926030131,1.0
Gclm,0.88066965,0.024608927950196077,0.19861132843485124
Mrpl10,0.25231466,0.13725623815481372,0.7487765843168986
Irgq,-0.42035928,0.9212862012903439,1.0
Tab2,0.14657469,0.44019503029112494,1.0
Tedc2,1.2411242,0.5244378187598029,1.0
Asb6,0.16564158,0.45805902342051963,1.0
3110040N11Rik,0.008160021,0.5963147844817469,1.0
Zfp974,-0.31278273,0.924618429652478,1.0
Parn,0.50121963,0.14777605446571174,0.7913996541534549
Mynn,-0.675618,0.15889339977492345,0.8330032716731282
Mccc1,0.04611694,0.7303638430963549,1.0
Zfp790,-0.31268933,0.9776978408197423,1.0
Slc9a1,0.16283149,0.7452013174049903,1.0
Tbc1d22a,-0.06743604,0.8265681087509674,1.0
Senp8,0.4607917,0.6762794363228242,1.0
Tmem107,3.3236291,0.6662977420362274,1.0
Smap1,-0.34204927,0.7146478054404497,1.0
Zfp189,1.6935807,0.6393148618354341,1.0
Dnttip1,0.22613451,0.7828408259627947,1.0
Gm37401,0.41095212,0.6813495328112505,1.0
Pqlc2,-0.9862692,0.7851382103183124,1.0
Dph7,0.5019845,0.08306023240050935,0.5176820617752015
Zfp764,0.008624196,0.919932874795313,1.0
Micu3,-0.111488216,0.9664894894848648,1.0
Ocrl,-0.021302588,0.9029644213213619,1.0
Wbp1l,-0.010219287,0.6905467369388373,1.0
Nbeal1,0.3002379,0.6871863983681639,1.0
Zbtb44,0.23443444,0.6102077902722471,1.0
Mdfic,-0.053381097,0.8410391106385513,1.0
Eml2,-0.8404325,0.24910011499196472,1.0
Cdkn2c,-0.08776188,0.9658205215778424,1.0
Cdk9,0.52976567,0.3933526846750275,1.0
Fbxo5,-0.11324409,0.9482283718925685,1.0
Atmin,0.6521658,0.5853953906730933,1.0
1600012H06Rik,-0.10389644,0.9666149236072967,1.0
Spg7,0.107745126,0.7445265877322591,1.0
Vamp7,0.36065945,0.3097353882827,1.0
Rbbp5,0.007125903,0.7861060915609248,1.0
Spg11,-0.2742115,0.9892871954357998,1.0
Ext1,-0.50560606,0.9013446310997095,1.0
4833403J16Rik,-0.61119443,0.8571489959778072,1.0
Zbtb9,-0.23019962,0.9167690846721487,1.0
Ankle2,-0.0169872,0.7189579981467417,1.0
Zfyve1,-0.38267374,0.9053117553085792,1.0
D930016D06Rik,0.5577515,0.8188141402244186,1.0
Tsix,-0.7576195,0.9170604320583646,1.0
Traf4,-0.91369367,0.7719443820686359,1.0
Hdac6,-0.29294276,0.9928859087274593,1.0
Gm26510,0.56909823,0.6656305561056735,1.0
Zfp446,0.9920477,0.5428480253351837,1.0
Ralgps1,-0.2785722,0.8531773733174773,1.0
Il3ra,-1.2382089,0.5837015981049347,1.0
Fam71e1,0.6954237,0.8148623065414812,1.0
Pmvk,0.36669898,0.32818402871249275,1.0
Cep192,-0.054890703,0.8776590490934585,1.0
Mapk7,0.18693918,0.6438773757817291,1.0
Fbxw5,-0.14098163,0.9458065333973746,1.0
Timp2,-0.59263295,0.3248480502350427,1.0
Dnajb9,-0.41521692,0.3918572095638172,1.0
Daglb,0.23866911,0.7335604238459354,1.0
Bloc1s5,0.48636982,0.6389399503073014,1.0
Ccnb1ip1,0.91664267,0.5257201504342384,1.0
Atg12,0.16735063,0.30662306623563584,1.0
Msl3l2,0.050854515,0.8037657032735948,1.0
Asb3,0.18175822,0.28780227213658416,1.0
Gm20498,-0.0279999,0.7649316105268346,1.0
Lpin2,0.46654662,0.5406593933413537,1.0
Gpr137,0.51273054,0.5606556937111884,1.0
Snapin,-0.02936338,0.7640513538742931,1.0
Nit1,0.022873826,0.746213778393001,1.0
Tbc1d4,0.7350904,0.32797650224947905,1.0
Mtmr10,0.79796046,0.5939165486701815,1.0
Trav7-4,0.16925813,0.7750962125508938,1.0
Lipe,0.61554575,0.48176253499324795,1.0
Mlh1,0.41937906,0.29786090094225615,1.0
Gm43672,1.2161833,0.6761835523523891,1.0
