"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pik3cb",379.391472271703,-0.474804658363417,0.197321328598477,-2.40625107146721,0.0161171837770668,0.128219637615942
"AK207024",2.40694595651634,4.79412684754027,2.78135236161854,1.72366756319593,0.0847678739159539,NA
"TRAV10",83.2473816163043,0.76450493423744,0.449938521636279,1.69913198687053,0.0892943176874494,0.352168218557862
"Trav14d-3-dv8",4.51487949387484,5.70629387179827,1.92182056451905,2.96921261909086,0.002985639343874,NA
"Mapk1",7010.67332368403,-0.0918596114798109,0.0833921426847839,-1.1015379689551,0.270662588892889,0.606169431880622
"Nin",6053.33382885193,-0.0046066748723473,0.0886998912093638,-0.0519355188550782,0.958580072500152,0.985458163107369
"Usp22",1560.06481450318,0.0469969045524993,0.136408395096246,0.344530881104052,0.73044707617851,0.908428199136935
"Cry2",532.409782346753,0.175312036335513,0.171508289630156,1.02217820907409,0.306696562369208,0.635256211778707
"Aldh3a2",1461.80516022573,0.0353791564883105,0.100510012693837,0.351996338873012,0.724841008153888,0.905984429318054
"Txnl4b",233.345199711162,-0.170028544521702,0.334510574731583,-0.508290491737475,0.611249637171294,0.85152094111951
"Slc39a9",1522.49460157513,-0.0796151003392894,0.12599506268752,-0.63189063635567,0.527458342359657,0.800479448187276
"Abhd4",34.2034957951528,-0.277168469512246,0.582327815572989,-0.475966392296618,0.634098321093365,0.861585311763834
"Hspa9",5610.20836043351,-0.159900245759448,0.08524076262596,-1.87586596873959,0.0606736866819541,0.287261211020867
"Haus3",1357.17528249111,0.160004209335411,0.105864019374205,1.51141256756777,0.130683369352124,0.43029285907685
"Kdm3a",3200.31897284853,0.242107938793608,0.0915252955118994,2.64525711104785,0.00816288664902573,0.0848591370188889
"AK031819",541.077713086642,0.0879868805854397,0.164396884617095,0.535210145802789,0.592504551335296,0.839640318990004
"Ccdc107",377.191424172562,-0.261531336287439,0.172026610106477,-1.52029582008017,0.128436644105807,0.42749805527358
"Ipo4",1182.04550083974,-0.0210150351333521,0.169109071816546,-0.124269117603281,0.901102198315273,0.967482821734731
"Ctu2",676.404366752303,0.00372182837782248,0.176974683143611,0.021030286997617,0.983221495484304,0.995747131521698
"Sc4mol",767.534742574686,0.373397062478104,0.164113533173018,2.27523626637449,0.0228917603959389,0.159651652348512
"Fam198a",1.16814491470232,0.479724673549831,3.1844392520571,0.150646514371388,0.880254566913672,NA
